image_id,annotator,class,x,y,w,h
INC101,anotador1,fire,0.942977,0.390042,0.029859,0.033917
INC101,anotador2,fire,0.942977,0.390042,0.029859,0.033917
INC103,anotador1,fire,0.942977,0.383406,0.032078,0.053104
INC103,anotador2,crime,0.942977,0.383406,0.032078,0.053104
INC108,anotador1,fire,0.58568,0.26099,0.414828,0.253688
INC108,anotador2,fire,0.58568,0.26099,0.414828,0.253688
INC109,anotador1,fire,0.579031,0.252135,0.363938,0.241896
INC109,anotador2,fire,0.579031,0.252135,0.363938,0.241896
INC110,anotador1,fire,0.565211,0.239604,0.353984,0.210917
INC110,anotador2,fire,0.565211,0.239604,0.353984,0.210917
INC111,anotador1,fire,0.545297,0.244021,0.393813,0.222708
INC111,anotador2,fire,0.545297,0.244021,0.393813,0.222708
INC114,anotador1,fire,0.512664,0.253615,0.315266,0.233021
INC114,anotador2,suspicious_behavior,0.512664,0.253615,0.315266,0.233021
INC115,anotador1,fire,0.503812,0.249927,0.308625,0.222729
INC115,anotador2,crime,0.503812,0.249927,0.308625,0.222729
INC116,anotador1,fire,0.481141,0.248448,0.336281,0.231563
INC116,anotador2,fire,0.481141,0.248448,0.336281,0.231563
INC117,anotador1,fire,0.478375,0.225594,0.34625,0.179938
INC117,anotador2,intrusion,0.478375,0.225594,0.34625,0.179938
INC117,anotador1,fire,0.207906,0.401104,0.099562,0.144542
INC117,anotador2,fire,0.207906,0.401104,0.099562,0.144542
INC120,anotador1,fire,0.209016,0.404052,0.112844,0.156354
INC120,anotador2,fire,0.209016,0.404052,0.112844,0.156354
INC120,anotador1,fire,0.469523,0.239604,0.344016,0.210917
INC120,anotador2,fire,0.469523,0.239604,0.344016,0.210917
INC121,anotador1,fire,0.218414,0.406271,0.118359,0.143083
INC121,anotador2,fire,0.218414,0.406271,0.118359,0.143083
INC121,anotador1,fire,0.463492,0.241812,0.358516,0.212375
INC121,anotador2,fire,0.463492,0.241812,0.358516,0.212375
INC122,anotador1,fire,0.456805,0.215271,0.371672,0.156333
INC122,anotador2,suspicious_object,0.456805,0.215271,0.371672,0.156333
INC124,anotador1,fire,0.456805,0.192406,0.362828,0.116521
INC124,anotador2,fire,0.456805,0.192406,0.362828,0.116521
INC125,anotador1,fire,0.460117,0.199781,0.365047,0.128312
INC125,anotador2,fire,0.460117,0.199781,0.365047,0.128312
INC126,anotador1,fire,0.795297,0.638573,0.172563,0.265479
INC126,anotador2,intrusion,0.795297,0.638573,0.172563,0.265479
INC127,anotador1,fire,0.475055,0.60399,0.120578,0.110771
INC127,anotador2,fire,0.475055,0.60399,0.120578,0.110771
INC128,anotador1,fire,0.225055,0.761729,0.206859,0.222708
INC128,anotador2,fire,0.225055,0.761729,0.206859,0.222708
INC129,anotador1,fire,0.178594,0.724844,0.122781,0.305313
INC129,anotador2,fire,0.178594,0.724844,0.122781,0.305313
INC130,anotador1,fire,0.929148,0.487385,0.055297,0.205021
INC130,anotador2,fire,0.929148,0.487385,0.055297,0.205021
INC131,anotador1,fire,0.913664,0.494771,0.092922,0.166667
INC131,anotador2,crime,0.913664,0.494771,0.092922,0.166667
INC132,anotador1,fire,0.881586,0.464604,0.146016,0.245
INC132,anotador2,accident,0.881586,0.464604,0.146016,0.245
INC135,anotador1,fire,0.873844,0.482969,0.150437,0.175521
INC135,anotador2,fire,0.873844,0.482969,0.150437,0.175521
INC136,anotador1,fire,0.835664,0.52499,0.240078,0.224188
INC136,anotador2,fire,0.835664,0.52499,0.240078,0.224188
INC138,anotador1,fire,0.83457,0.442406,0.242266,0.294979
INC138,anotador2,fall,0.83457,0.442406,0.242266,0.294979
INC139,anotador1,fire,0.841211,0.500656,0.240047,0.190271
INC139,anotador2,fire,0.841211,0.500656,0.240047,0.190271
INC140,anotador1,fire,0.833461,0.508771,0.240047,0.200583
INC140,anotador2,fire,0.833461,0.508771,0.240047,0.200583
INC141,anotador1,fire,0.833461,0.532375,0.240047,0.150458
INC141,anotador2,fire,0.833461,0.532375,0.240047,0.150458
INC143,anotador1,fire,0.829039,0.52426,0.251109,0.172563
INC143,anotador2,fire,0.829039,0.52426,0.251109,0.172563
INC144,anotador1,fire,0.832359,0.534583,0.246688,0.151917
INC144,anotador2,fire,0.832359,0.534583,0.246688,0.151917
INC145,anotador1,fire,0.836227,0.523521,0.236734,0.174042
INC145,anotador2,fire,0.836227,0.523521,0.236734,0.174042
INC146,anotador1,fire,0.836781,0.536062,0.235625,0.137167
INC146,anotador2,fire,0.836781,0.536062,0.235625,0.137167
INC147,anotador1,fire,0.837891,0.516156,0.220125,0.165187
INC147,anotador2,fire,0.837891,0.516156,0.220125,0.165187
INC148,anotador1,fire,0.826273,0.489604,0.247797,0.22125
INC148,anotador2,fire,0.826273,0.489604,0.247797,0.22125
INC149,anotador1,fire,0.831805,0.522792,0.234516,0.154875
INC149,anotador2,intrusion,0.831805,0.522792,0.234516,0.154875
INC150,anotador1,fire,0.824609,0.501406,0.253312,0.197646
INC150,anotador2,fire,0.824609,0.501406,0.253312,0.197646
INC151,anotador1,fire,0.827383,0.513198,0.254422,0.171104
INC151,anotador2,fire,0.827383,0.513198,0.254422,0.171104
INC152,anotador1,fire,0.836227,0.528687,0.234516,0.134208
INC152,anotador2,fire,0.836227,0.528687,0.234516,0.134208
INC154,anotador1,fire,0.436336,0.574406,0.226766,0.408562
INC154,anotador2,crime,0.436336,0.574406,0.226766,0.408562
INC155,anotador1,fire,0.430234,0.460104,0.488906,0.722708
INC155,anotador2,suspicious_object,0.430234,0.460104,0.488906,0.722708
INC157,anotador1,fire,0.331266,0.556708,0.658156,0.880542
INC157,anotador2,fall,0.331266,0.556708,0.658156,0.880542
INC159,anotador1,fire,0.616648,0.581042,0.711297,0.825958
INC159,anotador2,fire,0.616648,0.581042,0.711297,0.825958
INC160,anotador1,fire,0.613883,0.542698,0.721234,0.896771
INC160,anotador2,fire,0.613883,0.542698,0.721234,0.896771
INC161,anotador1,fire,0.569078,0.564083,0.810844,0.859875
INC161,anotador2,fall,0.569078,0.564083,0.810844,0.859875
INC162,anotador1,fire,0.606695,0.522052,0.717922,0.938063
INC162,anotador2,fire,0.606695,0.522052,0.717922,0.938063
INC164,anotador1,fire,0.599484,0.525,0.626156,0.946917
INC164,anotador2,fire,0.599484,0.525,0.626156,0.946917
INC165,anotador1,fire,0.571289,0.524281,0.591797,0.930646
INC165,anotador2,fire,0.571289,0.524281,0.591797,0.930646
INC166,anotador1,fire,0.60282,0.680604,0.486734,0.623875
INC166,anotador2,fire,0.60282,0.680604,0.486734,0.623875
INC168,anotador1,fire,0.655367,0.673969,0.532078,0.643062
INC168,anotador2,fire,0.655367,0.673969,0.532078,0.643062
INC169,anotador1,fire,0.640484,0.662906,0.50675,0.668146
INC169,anotador2,fire,0.640484,0.662906,0.50675,0.668146
INC170,anotador1,fire,0.645414,0.660687,0.512172,0.666667
INC170,anotador2,fire,0.645414,0.660687,0.512172,0.666667
INC171,anotador1,fire,0.649891,0.656271,0.536625,0.663708
INC171,anotador2,fire,0.649891,0.656271,0.536625,0.663708
INC172,anotador1,fire,0.659234,0.65701,0.535406,0.665187
INC172,anotador2,fire,0.659234,0.65701,0.535406,0.665187
INC173,anotador1,fire,0.664219,0.655531,0.5365,0.671104
INC173,anotador2,crime,0.664219,0.655531,0.5365,0.671104
INC174,anotador1,fire,0.658125,0.65701,0.555312,0.668146
INC174,anotador2,fire,0.658125,0.65701,0.555312,0.668146
INC175,anotador1,fire,0.654813,0.662906,0.539813,0.665187
INC175,anotador2,fire,0.654813,0.662906,0.539813,0.665187
INC176,anotador1,fire,0.173063,0.350958,0.313062,0.460167
INC176,anotador2,suspicious_object,0.173063,0.350958,0.313062,0.460167
INC177,anotador1,fire,0.370516,0.421021,0.663719,0.585542
INC177,anotador2,fire,0.370516,0.421021,0.663719,0.585542
INC178,anotador1,fire,0.549727,0.273521,0.539828,0.541292
INC178,anotador2,fire,0.549727,0.273521,0.539828,0.541292
INC179,anotador1,fire,0.21068,0.86276,0.403766,0.271396
INC179,anotador2,crime,0.21068,0.86276,0.403766,0.271396
INC179,anotador1,fire,0.236664,0.570719,0.276547,0.268437
INC179,anotador2,fire,0.236664,0.570719,0.276547,0.268437
INC179,anotador1,fire,0.535898,0.26025,0.470141,0.491167
INC179,anotador2,fire,0.535898,0.26025,0.470141,0.491167
INC180,anotador1,fire,0.512117,0.247042,0.537609,0.4795
INC180,anotador2,fire,0.512117,0.247042,0.537609,0.4795
INC180,anotador1,fire,0.347289,0.768437,0.557516,0.448542
INC180,anotador2,fire,0.347289,0.768437,0.557516,0.448542
INC181,anotador1,fire,0.264883,0.894469,0.348453,0.207979
INC181,anotador2,fire,0.264883,0.894469,0.348453,0.207979
INC181,anotador1,fire,0.394852,0.457146,0.462391,0.463125
INC181,anotador2,fire,0.394852,0.457146,0.462391,0.463125
INC182,anotador1,fire,0.466211,0.365708,0.563047,0.707958
INC182,anotador2,fire,0.466211,0.365708,0.563047,0.707958
INC183,anotador1,fire,0.188602,0.895948,0.310953,0.202063
INC183,anotador2,fire,0.188602,0.895948,0.310953,0.202063
INC183,anotador1,fire,0.421406,0.513938,0.52875,0.656333
INC183,anotador2,fire,0.421406,0.513938,0.52875,0.656333
INC184,anotador1,fire,0.537555,0.308188,0.502203,0.595875
INC184,anotador2,fire,0.537555,0.308188,0.502203,0.595875
INC184,anotador1,fire,0.272625,0.797865,0.319687,0.395271
INC184,anotador2,fire,0.272625,0.797865,0.319687,0.395271
INC185,anotador1,fire,0.258797,0.788271,0.327438,0.414458
INC185,anotador2,fire,0.258797,0.788271,0.327438,0.414458
INC185,anotador1,fire,0.600609,0.395948,0.615031,0.682896
INC185,anotador2,intrusion,0.600609,0.395948,0.615031,0.682896
INC186,anotador1,fire,0.465102,0.562604,0.828547,0.874792
INC186,anotador2,fire,0.465102,0.562604,0.828547,0.874792
INC189,anotador1,fire,0.44132,0.417333,0.048672,0.053083
INC189,anotador2,intrusion,0.44132,0.417333,0.048672,0.053083
INC190,anotador1,fire,0.438055,0.410698,0.057641,0.069313
INC190,anotador2,fire,0.438055,0.410698,0.057641,0.069313
INC191,anotador1,fire,0.44243,0.414375,0.048672,0.056042
INC191,anotador2,fire,0.44243,0.414375,0.048672,0.056042
INC193,anotador1,fire,0.45182,0.394469,0.074109,0.110604
INC193,anotador2,fire,0.45182,0.394469,0.074109,0.110604
INC194,anotador1,fire,0.453484,0.393729,0.068594,0.100292
INC194,anotador2,fire,0.453484,0.393729,0.068594,0.100292
INC195,anotador1,fire,0.456805,0.397417,0.077422,0.107667
INC195,anotador2,fire,0.456805,0.397417,0.077422,0.107667
INC196,anotador1,fire,0.459016,0.404052,0.068594,0.094396
INC196,anotador2,fire,0.459016,0.404052,0.068594,0.094396
INC197,anotador1,fire,0.45957,0.396698,0.076328,0.103271
INC197,anotador2,fire,0.45957,0.396698,0.076328,0.103271
INC200,anotador1,fire,0.458516,0.382667,0.100781,0.137167
INC200,anotador2,fire,0.458516,0.382667,0.100781,0.137167
INC205,anotador1,fire,0.466758,0.36276,0.092922,0.162229
INC205,anotador2,fire,0.466758,0.36276,0.092922,0.162229
INC206,anotador1,fire,0.463992,0.345062,0.094016,0.2065
INC206,anotador2,fire,0.463992,0.345062,0.094016,0.2065
INC207,anotador1,fire,0.463992,0.36276,0.094016,0.168146
INC207,anotador2,fire,0.463992,0.36276,0.094016,0.168146
INC208,anotador1,fire,0.470633,0.36275,0.089609,0.174042
INC208,anotador2,fall,0.470633,0.36275,0.089609,0.174042
INC209,anotador1,fire,0.475641,0.356115,0.090656,0.205021
INC209,anotador2,vandalism,0.475641,0.356115,0.090656,0.205021
INC210,anotador1,fire,0.473453,0.351698,0.081969,0.207979
INC210,anotador2,fire,0.473453,0.351698,0.081969,0.207979
INC212,anotador1,fire,0.466758,0.351698,0.088484,0.199104
INC212,anotador2,intrusion,0.466758,0.351698,0.088484,0.199104
INC213,anotador1,fire,0.468414,0.339156,0.087391,0.235979
INC213,anotador2,fire,0.468414,0.339156,0.087391,0.235979
INC214,anotador1,fire,0.468438,0.357594,0.089687,0.205021
INC214,anotador2,fire,0.468438,0.357594,0.089687,0.205021
INC215,anotador1,fire,0.468969,0.356854,0.086281,0.200583
INC215,anotador2,fire,0.468969,0.356854,0.086281,0.200583
INC216,anotador1,fire,0.465656,0.348083,0.095125,0.212542
INC216,anotador2,fire,0.465656,0.348083,0.095125,0.212542
INC218,anotador1,fire,0.471742,0.350219,0.087391,0.219771
INC218,anotador2,fire,0.471742,0.350219,0.087391,0.219771
INC219,anotador1,fire,0.4695,0.350927,0.080687,0.212313
INC219,anotador2,intrusion,0.4695,0.350927,0.080687,0.212313
INC220,anotador1,fire,0.467305,0.336281,0.076328,0.242021
INC220,anotador2,fire,0.467305,0.336281,0.076328,0.242021
INC222,anotador1,fire,0.504367,0.449042,0.345141,0.199125
INC222,anotador2,fire,0.504367,0.449042,0.345141,0.199125
INC223,anotador1,fire,0.517641,0.463062,0.327437,0.188792
INC223,anotador2,fire,0.517641,0.463062,0.327437,0.188792
INC225,anotador1,fire,0.310781,0.414375,0.36725,0.274333
INC225,anotador2,fire,0.310781,0.414375,0.36725,0.274333
INC226,anotador1,fire,0.304664,0.416563,0.357234,0.263958
INC226,anotador2,fire,0.304664,0.416563,0.357234,0.263958
INC227,anotador1,fire,0.284234,0.410698,0.316375,0.249271
INC227,anotador2,fire,0.284234,0.410698,0.316375,0.249271
INC228,anotador1,fire,0.288109,0.40774,0.321906,0.272854
INC228,anotador2,fire,0.288109,0.40774,0.321906,0.272854
INC229,anotador1,fire,0.280367,0.400375,0.306422,0.255167
INC229,anotador2,intrusion,0.280367,0.400375,0.306422,0.255167
INC231,anotador1,fire,0.248836,0.367177,0.243359,0.283188
INC231,anotador2,fire,0.248836,0.367177,0.243359,0.283188
INC232,anotador1,fire,0.242758,0.3635,0.231203,0.281708
INC232,anotador2,fire,0.242758,0.3635,0.231203,0.281708
INC233,anotador1,fire,0.401492,0.206406,0.077422,0.064896
INC233,anotador2,fire,0.401492,0.206406,0.077422,0.064896
INC234,anotador1,fire,0.409242,0.201323,0.123891,0.110771
INC234,anotador2,fire,0.409242,0.201323,0.123891,0.110771
INC237,anotador1,fire,0.41482,0.189458,0.110734,0.184375
INC237,anotador2,fire,0.41482,0.189458,0.110734,0.184375
INC238,anotador1,fire,0.408133,0.190198,0.095141,0.150438
INC238,anotador2,fire,0.408133,0.190198,0.095141,0.150438
INC239,anotador1,fire,0.410898,0.190187,0.087391,0.1475
INC239,anotador2,fire,0.410898,0.190187,0.087391,0.1475
INC240,anotador1,fire,0.410953,0.197646,0.109625,0.180083
INC240,anotador2,fire,0.410953,0.197646,0.109625,0.180083
INC241,anotador1,fire,0.406469,0.184292,0.102875,0.177
INC241,anotador2,fire,0.406469,0.184292,0.102875,0.177
INC242,anotador1,fire,0.409242,0.187979,0.101766,0.169625
INC242,anotador2,fire,0.409242,0.187979,0.101766,0.169625
INC243,anotador1,fire,0.412,0.204208,0.116156,0.184375
INC243,anotador2,fire,0.412,0.204208,0.116156,0.184375
INC244,anotador1,fire,0.405914,0.187979,0.112828,0.199125
INC244,anotador2,suspicious_behavior,0.405914,0.187979,0.112828,0.199125
INC245,anotador1,fire,0.40868,0.188719,0.109516,0.185854
INC245,anotador2,fire,0.40868,0.188719,0.109516,0.185854
INC246,anotador1,fire,0.406477,0.185771,0.107297,0.19175
INC246,anotador2,fire,0.406477,0.185771,0.107297,0.19175
INC247,anotador1,fire,0.404266,0.180604,0.113937,0.193208
INC247,anotador2,fire,0.404266,0.180604,0.113937,0.193208
INC248,anotador1,fire,0.40868,0.197563,0.118359,0.218292
INC248,anotador2,fire,0.40868,0.197563,0.118359,0.218292
INC251,anotador1,fire,0.403156,0.180604,0.116156,0.196167
INC251,anotador2,fire,0.403156,0.180604,0.116156,0.196167
INC252,anotador1,fire,0.404258,0.181344,0.118359,0.206479
INC252,anotador2,fire,0.404258,0.181344,0.118359,0.206479
INC253,anotador1,fire,0.40868,0.191667,0.096234,0.188792
INC253,anotador2,fire,0.40868,0.191667,0.096234,0.188792
INC254,anotador1,fire,0.413109,0.194615,0.120563,0.194687
INC254,anotador2,suspicious_behavior,0.413109,0.194615,0.120563,0.194687
INC255,anotador1,fire,0.414773,0.193885,0.126109,0.219771
INC255,anotador2,fire,0.414773,0.193885,0.126109,0.219771
INC258,anotador1,fire,0.40482,0.177708,0.115047,0.202083
INC258,anotador2,fire,0.40482,0.177708,0.115047,0.202083
INC259,anotador1,fire,0.405914,0.165854,0.112828,0.207958
INC259,anotador2,fire,0.405914,0.165854,0.112828,0.207958
INC260,anotador1,fire,0.409234,0.170281,0.121688,0.210896
INC260,anotador2,fire,0.409234,0.170281,0.121688,0.210896
INC261,anotador1,fire,0.409234,0.174708,0.11725,0.181417
INC261,anotador2,fire,0.409234,0.174708,0.11725,0.181417
INC262,anotador1,fire,0.411453,0.175438,0.11725,0.185833
INC262,anotador2,suspicious_behavior,0.411453,0.175438,0.11725,0.185833
INC263,anotador1,fire,0.407578,0.160698,0.118375,0.221229
INC263,anotador2,fall,0.407578,0.160698,0.118375,0.221229
INC265,anotador1,fire,0.408133,0.174708,0.110609,0.166667
INC265,anotador2,fire,0.408133,0.174708,0.110609,0.166667
INC266,anotador1,fire,0.407578,0.168073,0.1095,0.194688
INC266,anotador2,accident,0.407578,0.168073,0.1095,0.194688
INC267,anotador1,fire,0.455695,0.499198,0.068578,0.101771
INC267,anotador2,fire,0.455695,0.499198,0.068578,0.101771
INC268,anotador1,fire,0.394305,0.541958,0.339609,0.24925
INC268,anotador2,fire,0.394305,0.541958,0.339609,0.24925
INC269,anotador1,fire,0.384344,0.512469,0.332969,0.205021
INC269,anotador2,fire,0.384344,0.512469,0.332969,0.205021
INC270,anotador1,fire,0.413109,0.561135,0.534281,0.529479
INC270,anotador2,fire,0.413109,0.561135,0.534281,0.529479
INC272,anotador1,fire,0.396516,0.525,0.341812,0.212375
INC272,anotador2,fire,0.396516,0.525,0.341812,0.212375
INC273,anotador1,fire,0.399281,0.522792,0.353969,0.228625
INC273,anotador2,fire,0.399281,0.522792,0.353969,0.228625
INC274,anotador1,fire,0.383242,0.518365,0.313047,0.172563
INC274,anotador2,fire,0.383242,0.518365,0.313047,0.172563
INC275,anotador1,fire,0.353375,0.521312,0.240031,0.163708
INC275,anotador2,fall,0.353375,0.521312,0.240031,0.163708
INC276,anotador1,fire,0.368859,0.522781,0.277656,0.157812
INC276,anotador2,fire,0.368859,0.522781,0.277656,0.157812
INC277,anotador1,fire,0.358352,0.516146,0.274328,0.16225
INC277,anotador2,fire,0.358352,0.516146,0.274328,0.16225
INC278,anotador1,fire,0.366094,0.525,0.272125,0.171083
INC278,anotador2,fire,0.366094,0.525,0.272125,0.171083
INC280,anotador1,fire,0.361117,0.523521,0.273234,0.16225
INC280,anotador2,fire,0.361117,0.523521,0.273234,0.16225
INC283,anotador1,fire,0.361117,0.526479,0.279859,0.159292
INC283,anotador2,fire,0.361117,0.526479,0.279859,0.159292
INC284,anotador1,fire,0.359977,0.520573,0.275359,0.150438
INC284,anotador2,fire,0.359977,0.520573,0.275359,0.150438
INC287,anotador1,fire,0.364992,0.52426,0.267703,0.157812
INC287,anotador2,fire,0.364992,0.52426,0.267703,0.157812
INC288,anotador1,fire,0.354484,0.52426,0.264375,0.157812
INC288,anotador2,fire,0.354484,0.52426,0.264375,0.157812
INC289,anotador1,fire,0.35282,0.512458,0.247797,0.122417
INC289,anotador2,fire,0.35282,0.512458,0.247797,0.122417
INC290,anotador1,fire,0.358906,0.522792,0.253312,0.148958
INC290,anotador2,fire,0.358906,0.522792,0.253312,0.148958
INC291,anotador1,fire,0.35282,0.521313,0.245578,0.148958
INC291,anotador2,fire,0.35282,0.521313,0.245578,0.148958
INC292,anotador1,fire,0.359516,0.519917,0.25675,0.149125
INC292,anotador2,fire,0.359516,0.519917,0.25675,0.149125
INC293,anotador1,fire,0.358898,0.522042,0.271016,0.159292
INC293,anotador2,fire,0.358898,0.522042,0.271016,0.159292
INC294,anotador1,fire,0.350055,0.525,0.253328,0.165208
INC294,anotador2,fire,0.350055,0.525,0.253328,0.165208
INC295,anotador1,fire,0.355586,0.527219,0.251109,0.157812
INC295,anotador2,fire,0.355586,0.527219,0.251109,0.157812
INC297,anotador1,fire,0.355031,0.52426,0.25,0.163729
INC297,anotador2,fire,0.355031,0.52426,0.25,0.163729
INC298,anotador1,fire,0.359461,0.52574,0.263266,0.163729
INC298,anotador2,fall,0.359461,0.52574,0.263266,0.163729
INC299,anotador1,fire,0.362219,0.52426,0.275437,0.169604
INC299,anotador2,fire,0.362219,0.52426,0.275437,0.169604
INC300,anotador1,fire,0.356695,0.511719,0.259953,0.153396
INC300,anotador2,fire,0.356695,0.511719,0.259953,0.153396
INC301,anotador1,fire,0.362781,0.52426,0.269906,0.160771
INC301,anotador2,crime,0.362781,0.52426,0.269906,0.160771
INC302,anotador1,fire,0.365547,0.519094,0.275437,0.165187
INC302,anotador2,intrusion,0.365547,0.519094,0.275437,0.165187
INC303,anotador1,fire,0.357805,0.521313,0.259953,0.166667
INC303,anotador2,fire,0.357805,0.521313,0.259953,0.166667
INC304,anotador1,fire,0.352266,0.516885,0.264375,0.160771
INC304,anotador2,fire,0.352266,0.516885,0.264375,0.160771
INC305,anotador1,fire,0.360563,0.520656,0.261063,0.144687
INC305,anotador2,fire,0.360563,0.520656,0.261063,0.144687
INC306,anotador1,fire,0.356141,0.517698,0.243375,0.150604
INC306,anotador2,crime,0.356141,0.517698,0.243375,0.150604
INC308,anotador1,fire,0.358352,0.527948,0.261047,0.153396
INC308,anotador2,fire,0.358352,0.527948,0.261047,0.153396
INC310,anotador1,fire,0.268195,0.544177,0.220141,0.489687
INC310,anotador2,fire,0.268195,0.544177,0.220141,0.489687
INC311,anotador1,fire,0.311336,0.462313,0.315266,0.620958
INC311,anotador2,vandalism,0.311336,0.462313,0.315266,0.620958
INC312,anotador1,fire,0.260453,0.577354,0.136062,0.163708
INC312,anotador2,fire,0.260453,0.577354,0.136062,0.163708
INC314,anotador1,fire,0.224008,0.581781,0.083078,0.154854
INC314,anotador2,fire,0.224008,0.581781,0.083078,0.154854
INC315,anotador1,fire,0.22732,0.58326,0.085297,0.178479
INC315,anotador2,accident,0.22732,0.58326,0.085297,0.178479
INC316,anotador1,fire,0.23225,0.604646,0.139375,0.212375
INC316,anotador2,fire,0.23225,0.604646,0.139375,0.212375
INC317,anotador1,fire,0.234453,0.592115,0.152656,0.249271
INC317,anotador2,fire,0.234453,0.592115,0.152656,0.249271
INC318,anotador1,fire,0.235562,0.578104,0.141594,0.244833
INC318,anotador2,fire,0.235562,0.578104,0.141594,0.244833
INC320,anotador1,fire,0.229477,0.58474,0.140484,0.231563
INC320,anotador2,fire,0.229477,0.58474,0.140484,0.231563
INC321,anotador1,fire,0.233906,0.605458,0.149344,0.2435
INC321,anotador2,fire,0.233906,0.605458,0.149344,0.2435
INC322,anotador1,fire,0.232797,0.601698,0.147125,0.253687
INC322,anotador2,fire,0.232797,0.601698,0.147125,0.253687
INC323,anotador1,fire,0.231695,0.604646,0.138266,0.247792
INC323,anotador2,fire,0.231695,0.604646,0.138266,0.247792
INC324,anotador1,fire,0.22782,0.614229,0.139391,0.222708
INC324,anotador2,fall,0.22782,0.614229,0.139391,0.222708
INC325,anotador1,fire,0.234461,0.616448,0.143797,0.227146
INC325,anotador2,fire,0.234461,0.616448,0.143797,0.227146
INC326,anotador1,fire,0.332906,0.493281,0.030969,0.042771
INC326,anotador2,suspicious_object,0.332906,0.493281,0.030969,0.042771
INC329,anotador1,fire,0.33125,0.494771,0.040937,0.051625
INC329,anotador2,fire,0.33125,0.494771,0.040937,0.051625
INC330,anotador1,fire,0.330695,0.493292,0.035391,0.048667
INC330,anotador2,fire,0.330695,0.493292,0.035391,0.048667
INC331,anotador1,fire,0.331797,0.49624,0.04425,0.051604
INC331,anotador2,intrusion,0.331797,0.49624,0.04425,0.051604
INC332,anotador1,fire,0.33125,0.494031,0.038719,0.053104
INC332,anotador2,fire,0.33125,0.494031,0.038719,0.053104
INC334,anotador1,fire,0.334016,0.494031,0.04425,0.053104
INC334,anotador2,fire,0.334016,0.494031,0.04425,0.053104
INC336,anotador1,fire,0.335125,0.49624,0.042031,0.060479
INC336,anotador2,suspicious_behavior,0.335125,0.49624,0.042031,0.060479
INC337,anotador1,fire,0.332914,0.490344,0.039828,0.060479
INC337,anotador2,fire,0.332914,0.490344,0.039828,0.060479
INC338,anotador1,fire,0.329594,0.488125,0.042031,0.061958
INC338,anotador2,fall,0.329594,0.488125,0.042031,0.061958
INC340,anotador1,fire,0.335125,0.494771,0.046469,0.066375
INC340,anotador2,fire,0.335125,0.494771,0.046469,0.066375
INC341,anotador1,fire,0.330695,0.489594,0.039828,0.064896
INC341,anotador2,fire,0.330695,0.489594,0.039828,0.064896
INC343,anotador1,fire,0.331805,0.490344,0.042047,0.069313
INC343,anotador2,fire,0.331805,0.490344,0.042047,0.069313
INC344,anotador1,fire,0.333461,0.493292,0.045359,0.078167
INC344,anotador2,fire,0.333461,0.493292,0.045359,0.078167
INC345,anotador1,fire,0.332906,0.489604,0.046469,0.067833
INC345,anotador2,fire,0.332906,0.489604,0.046469,0.067833
INC346,anotador1,fire,0.332906,0.490333,0.042031,0.066375
INC346,anotador2,crime,0.332906,0.490333,0.042031,0.066375
INC348,anotador1,fire,0.331805,0.489594,0.042047,0.064896
INC348,anotador2,fire,0.331805,0.489594,0.042047,0.064896
INC350,anotador1,fire,0.338438,0.488865,0.053094,0.081104
INC350,anotador2,fire,0.338438,0.488865,0.053094,0.081104
INC352,anotador1,fire,0.336773,0.484438,0.054203,0.089958
INC352,anotador2,fire,0.336773,0.484438,0.054203,0.089958
INC353,anotador1,fire,0.333461,0.477063,0.045359,0.075208
INC353,anotador2,fire,0.333461,0.477063,0.045359,0.075208
INC354,anotador1,fire,0.331805,0.483031,0.057516,0.078313
INC354,anotador2,fire,0.331805,0.483031,0.057516,0.078313
INC356,anotador1,fire,0.324617,0.471167,0.051984,0.075208
INC356,anotador2,fire,0.324617,0.471167,0.051984,0.075208
INC357,anotador1,fire,0.330141,0.479354,0.058625,0.076833
INC357,anotador2,accident,0.330141,0.479354,0.058625,0.076833
INC358,anotador1,fire,0.331797,0.489604,0.055313,0.0885
INC358,anotador2,fire,0.331797,0.489604,0.055313,0.0885
INC359,anotador1,fire,0.328484,0.478531,0.053094,0.101771
INC359,anotador2,fire,0.328484,0.478531,0.053094,0.101771
INC360,anotador1,fire,0.332359,0.48525,0.047562,0.079792
INC360,anotador2,fire,0.332359,0.48525,0.047562,0.079792
INC361,anotador1,fire,0.33125,0.483771,0.052,0.076833
INC361,anotador2,fire,0.33125,0.483771,0.052,0.076833
INC362,anotador1,fire,0.33125,0.48451,0.056406,0.084229
INC362,anotador2,fall,0.33125,0.48451,0.056406,0.084229
INC365,anotador1,fire,0.330148,0.475583,0.063047,0.095875
INC365,anotador2,fire,0.330148,0.475583,0.063047,0.095875
INC366,anotador1,fire,0.333461,0.473385,0.063047,0.123896
INC366,anotador2,fire,0.333461,0.473385,0.063047,0.123896
INC367,anotador1,fire,0.330141,0.469021,0.058625,0.109292
INC367,anotador2,fire,0.330141,0.469021,0.058625,0.109292
INC368,anotador1,fire,0.330148,0.474115,0.063047,0.125354
INC368,anotador2,fire,0.330148,0.474115,0.063047,0.125354
INC369,anotador1,fire,0.325172,0.471979,0.064156,0.109292
INC369,anotador2,fire,0.325172,0.471979,0.064156,0.109292
INC370,anotador1,fire,0.330141,0.477063,0.067469,0.113583
INC370,anotador2,intrusion,0.330141,0.477063,0.067469,0.113583
INC371,anotador1,fire,0.334016,0.486646,0.057531,0.0885
